trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,Fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate
7,0,7,0,10,40.1253718,40.1253718,0.0470753,[-0.15648148148148147],[0.2518518518518518],[1],[0],[0],[1.6945457002148032],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
8,0,8,0,10,41.8503881,41.8503881,0.0383083,[-0.3287037037037037],[0.23796296296296296],[1],[0],[0],[1.4227478001266718],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
9,0,9,0,10,43.3203269,43.3203269,0.0407656,[0.05648148148148148],[0.39814814814814814],[1],[0],[0],[2.2523516002111137],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
10,0,10,0,10,45.6050732,45.6050732,0.0314781,[-0.34814814814814815],[0.013888888888888888],[1],[0],[0],[1.6127213998697698],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
11,0,11,0,10,47.2569281,47.2569281,0.0330889,[-0.35555555555555557],[-0.15925925925925927],[1],[0],[0],[1.7300093001686037],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
12,0,12,0,10,49.0467585,49.0467585,0.0509485,[0.4546296296296296],[-0.2074074074074074],[1],[0],[0],[1.8343274001963437],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
15,0,15,0,10,54.5153601,54.5153601,0.0477017,[-0.17962962962962964],[-0.1675925925925926],[1],[0],[0],[2.291738099884242],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
16,0,16,0,10,56.8433675,56.8433675,0.0332287,[0.36574074074074076],[0.10648148148148148],[1],[0],[0],[1.6504666996188462],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
17,0,17,0,10,58.5544189,58.5544189,0.0519982,[0.38981481481481484],[0.45092592592592595],[1],[0],[0],[2.0844983998686075],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
20,0,20,0,10,63.2808786,63.2808786,0.052303,[-0.06851851851851852],[0.09166666666666666],[1],[0],[0],[1.0909106000326574],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
21,0,21,0,10,64.4046692,64.4046692,0.0332816,[-0.049074074074074076],[0.012037037037037037],[1],[0],[0],[2.326524700038135],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
26,0,26,0,10,74.1525356,74.1525356,0.0518867,[-0.07962962962962963],[-0.43425925925925923],[1],[0],[0],[3.037099000066519],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
28,0,28,0,10,79.554542,79.554542,0.0348546,[-0.20092592592592592],[-0.4787037037037037],[1],[0],[0],[2.0426880000159144],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
29,0,29,0,10,81.6328715,81.6328715,0.0413371,[-0.29814814814814816],[-0.021296296296296296],[1],[0],[0],[1.3185854000039399],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
30,0,30,0,10,82.9911718,82.9911718,0.0365883,[0.1111111111111111],[-0.42777777777777776],[1],[0],[0],[1.5260458998382092],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
31,0,31,0,10,84.5577812,84.5577812,0.0354674,[-0.4425925925925926],[0.05555555555555555],[1],[0],[0],[2.240199899766594],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
33,0,33,0,10,88.7055248,88.7055248,0.0509465,[0.15185185185185185],[0.07314814814814814],[1],[0],[0],[1.6052279002033174],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
34,0,34,0,10,90.3447497,90.3447497,0.0310614,[0.4074074074074074],[0.10462962962962963],[1],[0],[0],[1.6466991999186575],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
35,0,35,0,10,92.0414162,92.0414162,0.0426812,[-0.19907407407407407],[0.4685185185185185],[1],[0],[0],[2.098364199977368],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
37,0,37,0,10,96.0126418,96.0126418,0.035517,[0.11388888888888889],[-0.3277777777777778],[1],[0],[0],[2.3909456999972463],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
39,0,39,0,10,99.9020244,99.9020244,0.0344536,[0.04814814814814815],[-0.34814814814814815],[1],[0],[0],[1.3022699002176523],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
40,0,40,0,10,101.2481011,101.2481011,0.0487735,[-0.45925925925925926],[0.2074074074074074],[1],[0],[0],[2.1328254998661578],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
42,0,42,0,10,104.8779064,104.8779064,0.0379666,[0.049074074074074076],[0.4888888888888889],[1],[0],[0],[4.334289200138301],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
44,0,44,0,10,110.6215058,110.6215058,0.0532253,[-0.49074074074074076],[-0.1527777777777778],[1],[0],[0],[1.5348155000247061],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
45,0,45,0,10,112.1951346,112.1951346,0.0342099,[0.1259259259259259],[-0.04537037037037037],[1],[0],[0],[1.3927815002389252],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
46,0,46,0,10,113.6219795,113.6219795,0.0312829,[-0.4861111111111111],[0.058333333333333334],[1],[0],[0],[1.6647867001593113],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
47,0,47,0,10,115.3254548,115.3254548,0.0337575,[0.07222222222222222],[0.1574074074074074],[1],[0],[0],[1.56068619992584],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
48,0,48,0,10,116.923216,116.923216,0.0320159,[0.1638888888888889],[0.05648148148148148],[1],[0],[0],[1.268083400093019],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
49,0,49,0,10,118.246785,118.246785,0.0490329,[-0.19074074074074074],[-0.3314814814814815],[1],[0],[0],[1.6685733003541827],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
50,0,50,0,10,119.9677661,119.9677661,0.0453395,[-0.09351851851851851],[-0.40555555555555556],[1],[0],[0],[1.3960629999637604],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
51,0,51,0,10,121.4231866,121.4231866,0.0525378,[-0.3194444444444444],[0.23333333333333334],[1],[0],[0],[1.4729478997178376],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
52,0,52,0,10,122.9304323,122.9304323,0.0303324,[-0.49074074074074076],[-0.37037037037037035],[1],[0],[0],[1.7296471996232867],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
56,0,56,0,10,129.4508087,129.4508087,0.0360298,[-0.4046296296296296],[-0.21666666666666667],[1],[0],[0],[1.6249061999842525],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
57,0,57,0,10,131.1225126,131.1225126,0.0352929,[-0.42685185185185187],[0.2833333333333333],[1],[0],[0],[1.7255191998556256],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
59,0,59,0,10,134.3007247,134.3007247,0.056028,[0.3277777777777778],[0.5],[1],[0],[0],[1.6674885000102222],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
61,0,61,0,10,137.6375735,137.6375735,0.0340562,[0.03148148148148148],[-0.4648148148148148],[1],[0],[0],[2.7933476003818214],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
62,0,62,0,10,140.4711279,140.4711279,0.0350245,[-0.1361111111111111],[0.2564814814814815],[1],[0],[0],[1.525794300250709],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
68,0,68,0,10,149.7053136,149.7053136,0.0385289,[0.4759259259259259],[-0.30925925925925923],[1],[0],[0],[2.023912999778986],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
69,0,69,0,10,151.7851616,151.7851616,0.056308,[-0.26481481481481484],[0.487962962962963],[1],[0],[0],[1.8659709999337792],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
70,0,70,0,10,153.7064724,153.7064724,0.0427662,[-0.25925925925925924],[0.4351851851851852],[1],[0],[0],[1.4342651995830238],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
72,0,72,0,10,156.7010284,156.7010284,0.0553175,[0.44814814814814813],[0.16203703703703703],[1],[0],[0],[1.5529366000555456],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
73,0,73,0,10,158.2989964,158.2989964,0.0382341,[0.39351851851851855],[0.42962962962962964],[1],[0],[0],[2.0007726000621915],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
74,0,74,0,10,160.3390511,160.3390511,0.0376686,[-0.3675925925925926],[-0.07037037037037037],[1],[0],[0],[1.8064053002744913],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
77,0,77,0,10,165.5833107,165.5833107,0.0543021,[0.3194444444444444],[0.18333333333333332],[1],[0],[0],[1.488938800059259],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
78,0,78,0,10,167.140114,167.140114,0.0542623,[0.43333333333333335],[-0.375],[1],[0],[0],[1.836193600203842],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
79,0,79,0,10,169.0138616,169.0138616,0.0330346,[-0.20555555555555555],[-0.21666666666666667],[1],[0],[0],[1.5429051998071373],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
80,0,80,0,10,170.5872915,170.5872915,0.0330853,[-0.16203703703703703],[-0.2777777777777778],[1],[0],[0],[1.364162600133568],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
86,0,86,0,10,180.2265221,180.2265221,0.0353141,[0.27037037037037037],[0.37407407407407406],[1],[0],[0],[1.6930811000056565],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
87,0,87,0,10,181.9473303,181.9473303,0.0348104,[-0.13796296296296295],[0.45555555555555555],[1],[0],[0],[1.4588947002775967],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
90,0,90,0,10,186.3596586,186.3596586,0.0339748,[-0.28703703703703703],[0.32592592592592595],[1],[0],[0],[1.6274584997445345],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
96,0,96,0,10,195.8805224,195.8805224,0.0372575,[-0.09722222222222222],[-0.08333333333333333],[1],[0],[0],[1.540143699850887],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
98,0,98,0,10,199.1446492,199.1446492,0.0570349,[-0.512962962962963],[-0.49907407407407406],[1],[0],[0],[2.3019893001765013],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
99,0,99,0,10,201.4960602,201.4960602,0.0495085,[0.1527777777777778],[0.09722222222222222],[1],[0],[0],[1.7250411002896726],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
103,0,103,0,10,207.6455473,207.6455473,0.0359894,[0.2851851851851852],[-0.05],[1],[0],[0],[2.4704522998072207],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
105,0,105,0,10,211.796893,211.796893,0.032516,[-0.2564814814814815],[-0.36018518518518516],[1],[0],[0],[2.1147767999209464],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
109,0,109,0,10,218.91358,218.91358,0.033352,[0.2361111111111111],[-0.07685185185185185],[1],[0],[0],[1.5248242001980543],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
110,0,110,0,10,220.4731755,220.4731755,0.0313257,[-0.03611111111111111],[-0.37592592592592594],[1],[0],[0],[1.4129451997578144],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
113,0,113,0,10,225.2580558,225.2580558,0.0342363,[-0.18796296296296297],[0.021296296296296296],[1],[0],[0],[1.2416260000318289],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
116,0,116,0,10,230.1521299,230.1521299,0.0499488,[0.39351851851851855],[0.37222222222222223],[1],[0],[0],[1.9241522001102567],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
120,0,120,0,10,236.8202327,236.8202327,0.0394857,[-0.3388888888888889],[0.425],[1],[0],[0],[1.4857739000581205],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
123,0,123,0,10,243.1132693,243.1132693,0.0524662,[0.33611111111111114],[-0.34074074074074073],[1],[0],[0],[1.920103000011295],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
124,0,124,0,10,245.0749551,245.0749551,0.0383347,[0.4703703703703704],[0.0787037037037037],[1],[0],[0],[1.7553220000118017],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
125,0,125,0,10,246.867125,246.867125,0.032636,[-0.1675925925925926],[-0.4074074074074074],[1],[0],[0],[1.5116253001615405],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
128,0,128,0,10,251.6099408,251.6099408,0.0349366,[-0.5],[-0.18055555555555555],[1],[0],[0],[1.6414479999803007],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
131,0,131,0,10,255.9852536,255.9852536,0.042171,[-0.29907407407407405],[-0.14444444444444443],[1],[0],[0],[1.6026832000352442],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
132,0,132,0,10,257.6290122,257.6290122,0.0374593,[-0.40925925925925927],[-0.32222222222222224],[1],[0],[0],[1.273250199854374],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
133,0,133,0,10,258.9453268,258.9453268,0.0393423,[0.1814814814814815],[-0.38425925925925924],[1],[0],[0],[1.6036832998506725],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
134,0,134,0,10,260.5866073,260.5866073,0.0331179,[0.33425925925925926],[0.006481481481481481],[1],[0],[0],[1.4636979000642896],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
137,0,137,0,10,264.902353,264.902353,0.0461595,[0.4824074074074074],[-0.18055555555555555],[1],[0],[0],[1.8929582997225225],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
139,0,139,0,10,268.4108415,268.4108415,0.0333523,[0.24814814814814815],[-0.35],[1],[0],[0],[1.3946422999724746],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
140,0,140,0,10,269.8290407,269.8290407,0.0314779,[-0.31296296296296294],[0.16944444444444445],[1],[0],[0],[1.609611399937421],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
141,0,141,0,10,271.4797736,271.4797736,0.0359857,[0.020370370370370372],[0.044444444444444446],[1],[0],[0],[1.608891099691391],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
142,0,142,0,10,273.1287317,273.1287317,0.0327944,[-0.11296296296296296],[-0.4444444444444444],[1],[0],[0],[1.592276900075376],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
145,0,145,0,10,277.8166869,277.8166869,0.0322303,[0.46574074074074073],[-0.4305555555555556],[1],[0],[0],[1.6480789999477565],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
146,0,146,0,10,279.5119818,279.5119818,0.0400641,[-0.1388888888888889],[0.3574074074074074],[1],[0],[0],[1.9911673995666206],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
147,0,147,0,10,281.5617546,281.5617546,0.0472209,[0.31666666666666665],[0.4861111111111111],[1],[0],[0],[3.120567800011486],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
148,0,148,0,10,284.7253114,284.7253114,0.0406039,[0.38425925925925924],[-0.1537037037037037],[1],[0],[0],[1.5355337001383305],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
154,0,154,0,10,294.7827765,294.7827765,0.0411281,[-0.5092592592592593],[-0.42777777777777776],[1],[0],[0],[1.8002438000403345],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
155,0,155,0,10,296.6237924,296.6237924,0.0324491,[-0.04351851851851852],[-0.412962962962963],[1],[0],[0],[1.7791422000154853],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
156,0,156,0,10,298.4464409,298.4464409,0.0403705,[0.27037037037037037],[0.4898148148148148],[1],[0],[0],[2.1184951001778245],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
157,0,157,0,10,300.6183486,300.6183486,0.0479853,[-0.11574074074074074],[-0.31574074074074077],[1],[0],[0],[1.5813393001444638],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
159,0,159,0,10,303.7432001,303.7432001,0.0430109,[-0.023148148148148147],[-0.3277777777777778],[1],[0],[0],[1.5646779998205602],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
160,0,160,0,10,305.3830175,305.3830175,0.0583245,[-0.35185185185185186],[-0.07685185185185185],[1],[0],[0],[1.5166655001230538],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
161,0,161,0,10,306.9475974,306.9475974,0.0509939,[-0.24074074074074073],[-0.06759259259259259],[1],[0],[0],[1.0934608997777104],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
163,0,163,0,10,309.6762729,309.6762729,0.0354847,[-0.42592592592592593],[-0.24814814814814815],[1],[0],[0],[0.9758859998546541],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
164,0,164,0,10,310.6898971,310.6898971,0.0319079,[-0.037037037037037035],[0.42407407407407405],[1],[0],[0],[1.6627795002423227],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
170,0,170,0,10,319.1573327,319.1573327,0.0523309,[-0.38796296296296295],[-0.38333333333333336],[1],[0],[0],[1.3204341996461153],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
172,0,172,0,10,323.3302782,323.3302782,0.031827,"[0.14444444444444443, 0.14444444444444443, 0.1685185185185185]","[0.35462962962962963, 0.35462962962962963, 0.36203703703703705]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.9000527001917362, 2.449193200096488, 4.08198929997161]",['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
174,0,174,0,10,329.687756,329.687756,0.0315793,[0.39444444444444443],[-0.06111111111111111],[1],[0],[0],[1.4634524998255074],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
177,0,177,0,10,334.431222,334.431222,0.0297856,[-0.3277777777777778],[0.33796296296296297],[1],[0],[0],[1.364226299803704],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
179,0,179,0,10,337.3470004,337.3470004,0.0310554,[-0.04722222222222222],[0.45],[1],[0],[0],[1.3809533999301493],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
180,0,180,0,10,338.7721143,338.7721143,0.0375755,[-0.26666666666666666],[0.44351851851851853],[1],[0],[0],[1.871191100217402],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
181,0,181,0,10,340.6790647,340.6790647,0.0329489,[-0.36666666666666664],[0.2898148148148148],[1],[0],[0],[2.0224770000204444],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
184,0,184,0,10,346.4691189,346.4691189,0.0410169,[0.41944444444444445],[0.37407407407407406],[1],[0],[0],[1.7908847001381218],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
188,0,188,0,10,355.0303938,355.0303938,0.0463866,[0.37222222222222223],[0.4212962962962963],[1],[0],[0],[2.112045200075954],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
190,0,190,0,10,358.8035102,358.8035102,0.0379915,[0.25277777777777777],[-0.31203703703703706],[1],[0],[0],[1.689708899706602],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
191,0,191,0,10,360.525242,360.525242,0.0310598,[-0.28425925925925927],[-0.2101851851851852],[1],[0],[0],[1.6628950000740588],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
192,0,192,0,10,362.225828,362.225828,0.0331831,[-0.4925925925925926],[-0.45185185185185184],[1],[0],[0],[1.7953286999836564],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
193,0,193,0,10,364.0613129,364.0613129,0.0321111,[-0.03796296296296296],[-0.17962962962962964],[1],[0],[0],[1.8935153996571898],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
194,0,194,0,10,366.0164194,366.0164194,0.0569652,[0.4398148148148148],[-0.14166666666666666],[1],[0],[0],[2.1033227997832],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
196,0,196,0,10,369.6957356,369.6957356,0.0523955,[-0.09537037037037037],[0.45092592592592595],[1],[0],[0],[1.8238245998509228],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
197,0,197,0,10,371.5642144,371.5642144,0.0364019,[0.25833333333333336],[-0.23425925925925925],[1],[0],[0],[1.807519500143826],['target'],1,1,2023-09-15_11h48.06.378,Visual_Search,2023.1.3,61.45801765
