Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,num_distr,fixation.started,Target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,10,19.79119640000863,19.79119640000863,0.03911129999323748,[0.3385416666666667],[-0.13932291666666666],[1],[0],[0],[4.024249799986137],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
1,0,1,0,5,23.825810200010892,23.825810200010892,0.014069700002437457,[0.3385416666666667],[-0.46875],[1],[0],[0],[1.4165803999931086],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
2,0,2,0,10,25.27590560002136,25.27590560002136,0.027021000016247854,"[-0.4427083333333333, -0.41796875]","[0.055989583333333336, 0.052083333333333336]","[1, 1]","[0, 0]","[0, 0]","[1.785200000012992, 2.6021081000217237]",['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
3,0,3,0,10,27.906964800000424,27.906964800000424,0.026484500005608425,[0.41015625],[-0.05078125],[1],[0],[0],[1.3701199000061024],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
4,0,4,0,10,29.306784000014886,29.306784000014886,0.026238100021146238,[-0.4361979166666667],[0.4283854166666667],[1],[0],[0],[1.6717119000095408],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
5,0,5,0,5,30.991416700009722,30.991416700009722,0.013379999989410862,[0.41015625],[-0.3567708333333333],[1],[0],[0],[1.8173549000057392],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
6,0,6,0,10,32.84238820002065,32.84238820002065,0.02698609998333268,[0.05859375],[-0.35546875],[1],[0],[0],[1.2180719999887515],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
7,0,7,0,5,34.07426120000309,34.07426120000309,0.013795599981676787,[-0.3450520833333333],[-0.3046875],[1],[0],[0],[1.7165775000175927],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
8,0,8,0,10,35.82518970000092,35.82518970000092,0.027709999994840473,[-0.14973958333333334],[0.33984375],[1],[0],[0],[1.320358800003305],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
9,0,9,0,5,37.158682300010696,37.158682300010696,0.013979799987282604,[-0.4401041666666667],[0.4830729166666667],[1],[0],[0],[2.3491805999947246],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
10,0,10,0,5,39.525974499993026,39.525974499993026,0.014485499996226281,[0.23567708333333334],[0.026041666666666668],[1],[0],[0],[1.5488309999927878],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
11,0,11,0,5,41.09970220000832,41.09970220000832,0.019813799997791648,[0.3984375],[-0.3033854166666667],[1],[0],[0],[1.3750996999733616],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
12,0,12,0,10,42.50851569999941,42.50851569999941,0.029012399987550452,[-0.3776041666666667],[0.2591145833333333],[1],[0],[0],[1.5673506000021007],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
13,0,13,0,5,44.09280010001385,44.09280010001385,0.016440399980638176,"[-0.006510416666666667, 0.006510416666666667]","[0.4778645833333333, 0.4765625]","[1, 1]","[0, 0]","[0, 0]","[1.4308248999877833, 2.382426800002577]",['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
14,0,14,0,5,46.501295299996855,46.501295299996855,0.020599200011929497,[0.2552083333333333],[-0.3424479166666667],[1],[0],[0],[1.8585883000050671],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
15,0,15,0,10,48.402394500008086,48.402394500008086,0.03587160000461154,[0.3763020833333333],[0.07552083333333333],[1],[0],[0],[1.2406850999977905],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
16,0,16,0,10,49.67152730000089,49.67152730000089,0.026177499996265396,"[0.22916666666666666, 0.23567708333333334]","[0.07421875, 0.07291666666666667]","[1, 1]","[0, 0]","[0, 0]","[1.3046602999966126, 2.255851199995959]",['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
17,0,17,0,5,51.94159200001741,51.94159200001741,0.014022299990756437,[0.22916666666666666],[0.4921875],[1],[0],[0],[1.749436499987496],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
18,0,18,0,5,53.71087810001336,53.71087810001336,0.015618700010236353,[0.09114583333333333],[-0.13020833333333334],[1],[0],[0],[1.4633063999935985],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
19,0,19,0,10,55.206380799994804,55.206380799994804,0.02647320000687614,[-0.024739583333333332],[-0.484375],[1],[0],[0],[2.3366788999992423],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
20,0,20,0,5,57.55778440000722,57.55778440000722,0.014439399994444102,[0.1796875],[0.3138020833333333],[1],[0],[0],[1.482943199982401],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
21,0,21,0,5,59.059911999996984,59.059911999996984,0.015803299989784136,[-0.23697916666666666],[0.0234375],[1],[0],[0],[1.6648582000052556],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
22,0,22,0,10,60.76289290000568,60.76289290000568,0.030564299988327548,[-0.08984375],[0.11848958333333333],[1],[0],[0],[1.1305167000100482],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
23,0,23,0,10,61.921740599995246,61.921740599995246,0.025983500003349036,[0.2109375],[-0.3385416666666667],[1],[0],[0],[1.7543980999907944],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
24,0,24,0,5,63.689825500012375,63.689825500012375,0.01398190000327304,[0.109375],[0.2513020833333333],[1],[0],[0],[1.3674815999984276],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
25,0,25,0,5,65.08422790002078,65.08422790002078,0.01991139998426661,[0.20442708333333334],[0.3463541666666667],[1],[0],[0],[1.1583854000200517],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
26,0,26,0,10,66.27727380002034,66.27727380002034,0.029642899986356497,"[0.2994791666666667, 0.3046875]","[-0.13020833333333334, -0.13411458333333334]","[1, 1]","[0, 0]","[0, 0]","[1.6836987000133377, 2.765158900001552]",['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
27,0,27,0,10,69.07318960002158,69.07318960002158,0.027502099983394146,[0.08723958333333333],[-0.15104166666666666],[1],[0],[0],[1.119851600000402],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
28,0,28,0,10,70.22193190001417,70.22193190001417,0.026305300008971244,[0.4049479166666667],[-0.049479166666666664],[1],[0],[0],[1.4372881000163034],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
29,0,29,0,5,71.67273429999477,71.67273429999477,0.014197000011336058,[0.11979166666666667],[0.16276041666666666],[1],[0],[0],[1.4330255999811925],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
30,0,30,0,10,73.13821750000352,73.13821750000352,0.026180699991527945,[-0.10807291666666667],[0.1875],[1],[0],[0],[1.5202306999999564],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
31,0,31,0,5,74.67205330001889,74.67205330001889,0.013819399988278747,[-0.46484375],[0.3424479166666667],[1],[0],[0],[1.4673038000182714],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
32,0,32,0,5,76.165013299993,76.165013299993,0.01964300000690855,[-0.15625],[0.09765625],[1],[0],[0],[0.9271622999804094],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
33,0,33,0,10,77.13500370000838,77.13500370000838,0.035934199986513704,[0.3697916666666667],[-0.06770833333333333],[1],[0],[0],[1.2408247999846935],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
34,0,34,0,10,78.40561300000991,78.40561300000991,0.026530599978286773,[-0.45703125],[0.4635416666666667],[1],[0],[0],[5.186945299996296],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
35,0,35,0,5,83.6044230000116,83.6044230000116,0.013613099989015609,[-0.4388020833333333],[0.07291666666666667],[1],[0],[0],[1.067168599984143],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
36,0,36,0,5,84.69000800000504,84.69000800000504,0.01482199999736622,[-0.4440104166666667],[0.49609375],[1],[0],[0],[2.415195500012487],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
37,0,37,0,10,87.14596220001113,87.14596220001113,0.032099599979119375,[0.08984375],[-0.046875],[1],[0],[0],[1.2964748999802396],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
38,0,38,0,5,88.4556092999992,88.4556092999992,0.014064299990423024,[0.2903645833333333],[-0.036458333333333336],[1],[0],[0],[1.5328799999842886],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
39,0,39,0,5,90.00604160001967,90.00604160001967,0.014483300008578226,[-0.4752604166666667],[0.3658854166666667],[1],[0],[0],[1.8160689999931492],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
40,0,40,0,5,91.84577899999567,91.84577899999567,0.018849700019927695,[0.16015625],[0.2591145833333333],[1],[0],[0],[1.4600953999906778],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
41,0,41,0,10,93.35212900000624,93.35212900000624,0.03805760000250302,[0.21354166666666666],[-0.20963541666666666],[1],[0],[0],[1.7247188999899663],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
42,0,42,0,10,95.10800870001549,95.10800870001549,0.028973900014534593,[0.44921875],[0.3919270833333333],[1],[0],[0],[2.184395999996923],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
43,0,43,0,10,97.324113700015,97.324113700015,0.028450400015572086,[-0.2265625],[0.2265625],[1],[0],[0],[1.7014232999936212],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
44,0,44,0,5,99.04250609999872,99.04250609999872,0.016807800013339147,[-0.15755208333333334],[0.15234375],[1],[0],[0],[1.2797971999971196],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
45,0,45,0,5,100.34439860002021,100.34439860002021,0.01777489998494275,[0.08072916666666667],[-0.3776041666666667],[1],[0],[0],[1.5602375000016764],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
46,0,46,0,10,101.94120070000645,101.94120070000645,0.02963510001427494,[0.08333333333333333],[0.41796875],[1],[0],[0],[1.316843800013885],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
47,0,47,0,10,103.29023519999464,103.29023519999464,0.029767300002276897,[0.47265625],[0.07421875],[1],[0],[0],[1.6837159999995492],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
48,0,48,0,5,104.99035530001856,104.99035530001856,0.016609899990726262,"[0.09244791666666667, 0.10546875]","[-0.4739583333333333, -0.4713541666666667]","[1, 1]","[0, 0]","[0, 0]","[2.1151570999936666, 3.1138726999924984]",['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
49,0,49,0,5,108.13343879999593,108.13343879999593,0.02202699999907054,[-0.20442708333333334],[0.109375],[1],[0],[0],[1.6905260999919847],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
50,0,50,0,5,109.84057030000258,109.84057030000258,0.014750000002095476,[0.18880208333333334],[0.2838541666666667],[1],[0],[0],[1.2989697000011802],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
51,0,51,0,5,111.15518780000275,111.15518780000275,0.013656099996296689,[0.4596354166666667],[-0.08854166666666667],[1],[0],[0],[1.7655228000076022],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
52,0,52,0,10,112.95569639999303,112.95569639999303,0.02769409999018535,[0.033854166666666664],[-0.4036458333333333],[1],[0],[0],[1.4686960999970324],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
53,0,53,0,5,114.44157230001292,114.44157230001292,0.016680400003679097,[-0.3541666666666667],[0.30859375],[1],[0],[0],[1.4964929000125267],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
54,0,54,0,10,115.97982979999506,115.97982979999506,0.03467399999499321,[-0.13671875],[-0.2604166666666667],[1],[0],[0],[1.5441582000057679],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
55,0,55,0,10,117.5570846000046,117.5570846000046,0.03026900000986643,[0.013020833333333334],[0.3268229166666667],[1],[0],[0],[1.7179402000037953],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
56,0,56,0,10,119.305331200012,119.305331200012,0.02685239998390898,[0.09505208333333333],[-0.23046875],[1],[0],[0],[1.5188947999849916],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
57,0,57,0,10,120.8541984000185,120.8541984000185,0.026736500003607944,[0.20833333333333334],[-0.10546875],[1],[0],[0],[2.0367152000253554],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
58,0,58,0,10,122.91984230000526,122.91984230000526,0.02599610001198016,[-0.4296875],[-0.0703125],[1],[0],[0],[1.5724207000166643],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
59,0,59,0,5,124.50427600002149,124.50427600002149,0.013826799986418337,"[0.21484375, 0.19270833333333334]","[0.18489583333333334, 0.171875]","[1, 1]","[0, 0]","[0, 0]","[1.298751300026197, 2.133215400011977]",['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
60,0,60,0,5,126.65975069999695,126.65975069999695,0.01749909998034127,[0.49609375],[0.4986979166666667],[1],[0],[0],[1.6290115999872796],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
61,0,61,0,5,128.3057633000135,128.3057633000135,0.014786999992793426,[-0.32421875],[0.4557291666666667],[1],[0],[0],[2.2984610999992583],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
62,0,62,0,5,130.62617880001199,130.62617880001199,0.016492700000526384,[-0.109375],[-0.13671875],[1],[0],[0],[1.3968342999869492],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
63,0,63,0,5,132.04424590000417,132.04424590000417,0.018741100007900968,[0.046875],[0.3541666666666667],[1],[0],[0],[1.7603525999875274],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
64,0,64,0,5,133.82365590002155,133.82365590002155,0.01573780001490377,[0.16666666666666666],[-0.14713541666666666],[1],[0],[0],[1.6303598000085913],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
65,0,65,0,5,135.47358099999838,135.47358099999838,0.01682799999252893,"[0.02734375, 0.02734375, -0.10677083333333333]","[-0.03515625, -0.03515625, -0.3671875]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.2462914999923669, 1.8799139999900945, 3.329296499985503]",['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
66,0,66,0,5,138.82512779999524,138.82512779999524,0.017645300016738474,[-0.3450520833333333],[0.052083333333333336],[1],[0],[0],[1.5641187000146601],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
67,0,67,0,10,140.42900090001058,140.42900090001058,0.0333933999936562,[-0.234375],[0.48046875],[1],[0],[0],[1.6927961999899708],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
68,0,68,0,5,142.1363118000154,142.1363118000154,0.014213499991456047,[-0.16015625],[-0.3971354166666667],[1],[0],[0],[1.849545399978524],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
69,0,69,0,10,144.0185393000138,144.0185393000138,0.02718619999359362,[-0.24348958333333334],[0.4205729166666667],[1],[0],[0],[1.6362847000127658],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
70,0,70,0,5,145.6689100000076,145.6689100000076,0.013565100001869723,[0.3502604166666667],[0.16796875],[1],[0],[0],[1.6185854999930598],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
71,0,71,0,5,147.31358980000368,147.31358980000368,0.020700500026578084,[-0.4192708333333333],[0.028645833333333332],[1],[0],[0],[1.756431599991629],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
72,0,72,0,5,149.08699270000216,149.08699270000216,0.015091999986907467,[0.0234375],[0.25],[1],[0],[0],[1.616638100007549],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
73,0,73,0,5,150.72089389999746,150.72089389999746,0.014010399987455457,[0.4375],[0.375],[1],[0],[0],[1.8978344000061043],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
74,0,74,0,10,152.65906679999898,152.65906679999898,0.032483299990417436,"[-0.23567708333333334, -0.22005208333333334]","[-0.3671875, -0.3567708333333333]","[1, 1]","[0, 0]","[0, 0]","[1.7794267999997828, 2.7630809000111185]",['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
75,0,75,0,10,155.45328089999384,155.45328089999384,0.026157999993301928,[-0.059895833333333336],[-0.0013020833333333333],[1],[0],[0],[1.3041969000187237],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
76,0,76,0,10,156.787298500014,156.787298500014,0.026024999999208376,[0.1171875],[-0.40234375],[1],[0],[0],[2.0541872000030708],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
77,0,77,0,10,158.8674628000008,158.8674628000008,0.026502399996388704,[0.2109375],[-0.4778645833333333],[1],[0],[0],[1.7870228000101633],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
78,0,78,0,10,160.68490950000705,160.68490950000705,0.02685719999135472,[0.1328125],[0.048177083333333336],[1],[0],[0],[1.0719634999986738],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
79,0,79,0,10,161.8054469000199,161.8054469000199,0.046022499998798594,[-0.07682291666666667],[-0.10677083333333333],[1],[0],[0],[1.266015899978811],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
80,0,80,0,10,163.10526260000188,163.10526260000188,0.029612000013003126,[-0.19791666666666666],[-0.47265625],[1],[0],[0],[2.5025680999970064],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
81,0,81,0,10,165.6356357000186,165.6356357000186,0.026347100007114932,[0.09114583333333333],[0.03125],[1],[0],[0],[1.252321399981156],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
82,0,82,0,10,166.91869610000867,166.91869610000867,0.0269595000136178,"[0.20703125, 0.23177083333333334]","[0.3776041666666667, 0.3723958333333333]","[1, 1]","[0, 0]","[0, 0]","[1.8863898999989033, 2.7529848999984097]",['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
83,0,83,0,5,169.68507969999337,169.68507969999337,0.013455100008286536,"[-0.2760416666666667, -0.2760416666666667]","[-0.234375, -0.24869791666666666]","[1, 1]","[0, 0]","[0, 0]","[1.366913999983808, 2.2521162999910302]",['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
84,0,84,0,10,171.97224820000702,171.97224820000702,0.026402699993923306,[-0.19921875],[-0.20703125],[1],[0],[0],[1.2689807999995537],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
85,0,85,0,10,173.26958680001553,173.26958680001553,0.02898309999727644,[-0.46875],[-0.4205729166666667],[1],[0],[0],[1.4848419000045396],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
86,0,86,0,5,174.76825360002113,174.76825360002113,0.01391080001485534,[-0.17447916666666666],[-0.2721354166666667],[1],[0],[0],[1.350093899993226],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
87,0,87,0,5,176.14176540001063,176.14176540001063,0.018864499987103045,[0.4166666666666667],[0.4427083333333333],[1],[0],[0],[1.6262084000045434],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
88,0,88,0,5,177.78619149999577,177.78619149999577,0.015220700006466359,[0.18229166666666666],[0.16796875],[1],[0],[0],[1.500557999999728],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
89,0,89,0,5,179.30194000000483,179.30194000000483,0.013389600004302338,[-0.19921875],[-0.25390625],[1],[0],[0],[1.6482534000242595],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
90,0,90,0,5,180.97203259999515,180.97203259999515,0.017212200007634237,"[-0.4817708333333333, -0.4895833333333333]","[-0.11328125, -0.11328125]","[1, 1]","[0, 0]","[0, 0]","[1.2632446000061464, 2.0812868000066373]",['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
91,0,91,0,10,183.0864689000009,183.0864689000009,0.026116499997442588,[0.07421875],[0.08854166666666667],[1],[0],[0],[1.3692831000080332],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
92,0,92,0,5,184.4706501000037,184.4706501000037,0.016791400004876778,[-0.3098958333333333],[0.22395833333333334],[1],[0],[0],[1.7136883000202943],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
93,0,93,0,5,186.20715319999726,186.20715319999726,0.018560399999842048,"[-0.2864583333333333, -0.2708333333333333]","[-0.3997395833333333, -0.3893229166666667]","[1, 1]","[0, 0]","[0, 0]","[1.6104199000110384, 2.4118547000107355]",['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
94,0,94,0,10,188.6516506000189,188.6516506000189,0.026867100008530542,[-0.037760416666666664],[0.16145833333333334],[1],[0],[0],[0.8518917000037618],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
95,0,95,0,10,189.5350577000063,189.5350577000063,0.02714580000611022,[0.3619791666666667],[0.14713541666666666],[1],[0],[0],[1.3529586999793537],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
96,0,96,0,10,190.9167789000203,190.9167789000203,0.026343800011090934,"[0.3138020833333333, 0.328125]","[-0.2955729166666667, -0.2955729166666667]","[1, 1]","[0, 0]","[0, 0]","[1.6374203999876045, 2.604128999984823]",['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
97,0,97,0,5,193.53541870001936,193.53541870001936,0.015199600020423532,[-0.0390625],[0.41015625],[1],[0],[0],[1.6314531000098214],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
98,0,98,0,5,195.18713659999776,195.18713659999776,0.01691410000785254,[-0.07942708333333333],[0.3216145833333333],[1],[0],[0],[0.91325699997833],['Target'],375257,001,2023-09-15_12h01.56.380,Visual Search Experiment,2023.1.3,59.77854440571351,
