trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate
0,0,0,0,10,9.1185363,9.1185363,0.0236544,[0.19444444444444445],[-0.45694444444444443],[1],[0],[0],[1.7283398000000716],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
1,0,1,0,5,10.8506154,10.8506154,0.0123724,[-0.08472222222222223],[0.24027777777777778],[1],[0],[0],[1.597350600000027],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
2,0,2,0,10,12.483245,12.483245,0.020872,[0.39861111111111114],[-0.37222222222222223],[1],[0],[0],[1.6089640999999801],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
3,0,3,0,10,14.1165103,14.1165103,0.0233315,[0.4027777777777778],[0.009722222222222222],[1],[0],[0],[1.523669199999972],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
4,0,4,0,10,15.6655807,15.6655807,0.0234744,[-0.12083333333333333],[0.4875],[1],[0],[0],[2.2078603999999586],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
5,0,5,0,5,17.8814693,17.8814693,0.0120453,[0.2847222222222222],[0.08888888888888889],[1],[0],[0],[1.3347916000000168],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
6,0,6,0,5,19.2309488,19.2309488,0.012637,[0.2972222222222222],[0.3333333333333333],[1],[0],[0],[1.167799500000001],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
7,0,7,0,5,20.4144362,20.4144362,0.0117758,[-0.24583333333333332],[0.37777777777777777],[1],[0],[0],[1.0685167999999976],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
8,0,8,0,10,21.5134136,21.5134136,0.0218514,[0.2625],[0.1875],[1],[0],[0],[1.0072592000000213],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
9,0,9,0,10,22.5468795,22.5468795,0.0223507,[-0.49583333333333335],[-0.12638888888888888],[1],[0],[0],[1.357730800000013],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
10,0,10,0,10,23.9128541,23.9128541,0.0183642,[-0.3638888888888889],[-0.4777777777777778],[1],[0],[0],[3.143362699999898],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
11,0,11,0,10,27.0949934,27.0949934,0.0238409,[-0.31527777777777777],[0.16527777777777777],[1],[0],[0],[1.2408040999999912],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
12,0,12,0,10,28.3618453,28.3618453,0.02185,[-0.23194444444444445],[0.059722222222222225],[1],[0],[0],[1.0081149000000096],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
13,0,13,0,5,29.377481,29.377481,0.0106914,[0.32083333333333336],[0.45555555555555555],[1],[0],[0],[2.052630600000043],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
14,0,14,0,10,31.4606736,31.4606736,0.0228419,[0.2388888888888889],[-0.25555555555555554],[1],[0],[0],[1.324609799999962],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
15,0,15,0,5,32.7954025,32.7954025,0.0119112,[0.18055555555555555],[0.3055555555555556],[1],[0],[0],[1.2185426999999436],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
16,0,16,0,5,34.0258303,34.0258303,0.0116704,[-0.17222222222222222],[-0.39861111111111114],[1],[0],[0],[1.1698512000000392],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
17,0,17,0,5,35.2092022,35.2092022,0.0099245,[-0.3263888888888889],[-0.29444444444444445],[1],[0],[0],[1.0541098999999576],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
18,0,18,0,10,36.3422826,36.3422826,0.0752474,[0.22916666666666666],[0.011111111111111112],[1],[0],[0],[1.4368786],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
19,0,19,0,5,37.7939798,37.7939798,0.0104177,[-0.09305555555555556],[0.24166666666666667],[1],[0],[0],[1.4208618000000115],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
20,0,20,0,5,39.2243672,39.2243672,0.0128534,[0.3819444444444444],[0.027777777777777776],[1],[0],[0],[1.315355199999999],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
21,0,21,0,5,40.5601904,40.5601904,0.0143729,[0.42083333333333334],[0.29444444444444445],[1],[0],[0],[1.2815282999999908],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
22,0,22,0,10,41.8737216,41.8737216,0.0237005,[-0.03888888888888889],[-0.013888888888888888],[1],[0],[0],[2.4909778999999617],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
23,0,23,0,5,44.3725257,44.3725257,0.0117716,[-0.2111111111111111],[-0.35833333333333334],[1],[0],[0],[0.9687262999999575],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
24,0,24,0,5,45.3553301,45.3553301,0.0109422,[-0.06527777777777778],[-0.15138888888888888],[1],[0],[0],[1.3197705999999698],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
25,0,25,0,10,46.7051289,46.7051289,0.028189,[-0.36944444444444446],[0.35833333333333334],[1],[0],[0],[1.186775599999919],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
26,0,26,0,5,47.9047445,47.9047445,0.0104339,[-0.12777777777777777],[0.2375],[1],[0],[0],[1.1849642000000813],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
27,0,27,0,5,49.1041712,49.1041712,0.0118546,[-0.3972222222222222],[0.43333333333333335],[1],[0],[0],[1.0529758999999785],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
28,0,28,0,10,50.1876168,50.1876168,0.0218708,[-0.16527777777777777],[-0.14583333333333334],[1],[0],[0],[2.1250327000000198],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
29,0,29,0,5,52.3198314,52.3198314,0.0120797,[0.39444444444444443],[-0.42916666666666664],[1],[0],[0],[1.2513761999999815],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
30,0,30,0,5,53.5860136,53.5860136,0.0114427,[-0.4513888888888889],[-0.26805555555555555],[1],[0],[0],[1.1347954999999956],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
31,0,31,0,5,54.7356476,54.7356476,0.010693,[-0.12638888888888888],[-0.3],[1],[0],[0],[0.90414880000003],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
32,0,32,0,5,55.6522673,55.6522673,0.0110984,[0.3194444444444444],[0.4361111111111111],[1],[0],[0],[1.4014406000000008],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
33,0,33,0,5,57.068591,57.068591,0.0110761,[-0.49166666666666664],[-0.09444444444444444],[1],[0],[0],[1.0362686999999369],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
34,0,34,0,10,58.1347909,58.1347909,0.0221151,[0.23055555555555557],[-0.05277777777777778],[1],[0],[0],[1.1571781999999757],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
35,0,35,0,5,59.3011833,59.3011833,0.012855,[0.1625],[-0.3527777777777778],[1],[0],[0],[1.3183890000000247],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
36,0,36,0,10,60.6334744,60.6334744,0.0197784,[0.23472222222222222],[-0.30694444444444446],[1],[0],[0],[0.7608523999999761],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
37,0,37,0,10,61.4333503,61.4333503,0.0218352,[-0.23194444444444445],[0.37222222222222223],[1],[0],[0],[1.97366820000002],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
38,0,38,0,10,63.4332091,63.4332091,0.0223292,[-0.40694444444444444],[0.09722222222222222],[1],[0],[0],[0.9765187999998943],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
39,0,39,0,10,64.4324991,64.4324991,0.0218417,[-0.43194444444444446],[-0.09305555555555556],[1],[0],[0],[0.9250854999999092],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
40,0,40,0,5,65.365855,65.365855,0.0097921,[0.07222222222222222],[-0.24027777777777778],[1],[0],[0],[0.8378709999999501],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
41,0,41,0,10,66.2320498,66.2320498,0.0212002,[-0.37222222222222223],[-0.32083333333333336],[1],[0],[0],[1.243087800000012],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
42,0,42,0,10,67.4981008,67.4981008,0.0214835,[0.40555555555555556],[-0.4583333333333333],[1],[0],[0],[1.5073137000000543],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
43,0,43,0,10,69.0306815,69.0306815,0.0216323,[-0.37916666666666665],[-0.40555555555555556],[1],[0],[0],[1.2101890999999796],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
44,0,44,0,5,70.2471091,70.2471091,0.0135802,[0.3],[-0.14166666666666666],[1],[0],[0],[1.1489835999999514],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
45,0,45,0,5,71.4133732,71.4133732,0.0122739,[-0.05416666666666667],[0.14166666666666666],[1],[0],[0],[0.9854126999999835],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
46,0,46,0,5,72.413049,72.413049,0.0120688,[0.03888888888888889],[0.2569444444444444],[1],[0],[0],[1.3181238999999323],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
47,0,47,0,10,73.7625728,73.7625728,0.0220089,[-0.05277777777777778],[0.4],[1],[0],[0],[1.0077818999999408],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
48,0,48,0,10,74.7955553,74.7955553,0.0215418,[-0.2],[-0.4736111111111111],[1],[0],[0],[1.7746828000000505],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
49,0,49,0,10,76.5947724,76.5947724,0.0220089,[-0.375],[0.2875],[1],[0],[0],[1.0271884],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
50,0,50,0,10,77.6446594,77.6446594,0.0228791,[0.020833333333333332],[0.1486111111111111],[1],[0],[0],[0.9553333999999722],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
51,0,51,0,5,78.6108428,78.6108428,0.011558,[-0.3611111111111111],[0.24722222222222223],[1],[0],[0],[0.9535919999999578],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
52,0,52,0,10,79.5938244,79.5938244,0.0214538,[0.4666666666666667],[0.12638888888888888],[1],[0],[0],[1.042483000000061],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
53,0,53,0,10,80.6602618,80.6602618,0.0218476,[-0.2972222222222222],[0.23472222222222222],[1],[0],[0],[1.0070574000000079],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
54,0,54,0,5,81.676566,81.676566,0.010866,[0.26805555555555555],[-0.18888888888888888],[1],[0],[0],[1.1879787000000306],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
55,0,55,0,10,82.8932125,82.8932125,0.0183547,[0.075],[0.058333333333333334],[1],[0],[0],[3.3754425999999285],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
56,0,56,0,5,86.2754524,86.2754524,0.0097439,[-0.38472222222222224],[0.21805555555555556],[1],[0],[0],[1.770432200000073],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
57,0,57,0,5,88.0580569,88.0580569,0.0110302,[-0.2638888888888889],[-0.04583333333333333],[1],[0],[0],[1.1354624000000513],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
58,0,58,0,10,89.2240996,89.2240996,0.0218131,[-0.2763888888888889],[0.0875],[1],[0],[0],[2.3413640999999643],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
59,0,59,0,5,91.5732137,91.5732137,0.0139041,[-0.3819444444444444],[-0.22777777777777777],[1],[0],[0],[1.0175699999999779],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
60,0,60,0,5,92.6063986,92.6063986,0.0108425,[-0.23194444444444445],[-0.025],[1],[0],[0],[1.1200957000000926],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
61,0,61,0,10,93.7561815,93.7561815,0.0240595,[-0.4625],[-0.3861111111111111],[1],[0],[0],[1.0903921999999966],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
62,0,62,0,10,94.8725638,94.8725638,0.0191788,[0.2833333333333333],[0.18055555555555555],[1],[0],[0],[1.3748438000000078],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
63,0,63,0,5,96.2547442,96.2547442,0.0120083,[0.42777777777777776],[-0.043055555555555555],[1],[0],[0],[1.237232400000039],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
64,0,64,0,5,97.5048878,97.5048878,0.0096616,[-0.10694444444444444],[-0.2833333333333333],[1],[0],[0],[1.2515207999999802],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
65,0,65,0,5,98.770699,98.770699,0.010978,[0.05138888888888889],[-0.3875],[1],[0],[0],[5.9858653],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
66,0,66,0,10,104.7856162,104.7856162,0.0215238,[-0.18194444444444444],[-0.30277777777777776],[1],[0],[0],[2.2408633999999665],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
67,0,67,0,10,107.0515882,107.0515882,0.0213829,[0.44027777777777777],[0.4708333333333333],[1],[0],[0],[1.6280457000000297],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
68,0,68,0,5,108.6843817,108.6843817,0.0125904,[0.31527777777777777],[-0.3347222222222222],[1],[0],[0],[1.2994329000000562],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
69,0,69,0,10,110.0169249,110.0169249,0.0222157,[0.4444444444444444],[0.06111111111111111],[1],[0],[0],[1.0569719000000077],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
70,0,70,0,5,111.0832308,111.0832308,0.0096943,[-0.07361111111111111],[0.24027777777777778],[1],[0],[0],[1.2222512999999253],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
71,0,71,0,10,112.3327639,112.3327639,0.0212943,[-0.05555555555555555],[0.4],[1],[0],[0],[1.092557499999998],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
72,0,72,0,5,113.4325544,113.4325544,0.0102499,[-0.013888888888888888],[-0.02361111111111111],[1],[0],[0],[2.9186394000000746],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
73,0,73,0,5,116.3649399,116.3649399,0.0120869,[0.1638888888888889],[0.019444444444444445],[1],[0],[0],[0.8665487999999186],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
74,0,74,0,10,117.264466,117.264466,0.0221418,[0.375],[-0.12638888888888888],[1],[0],[0],[0.9905859000000419],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
75,0,75,0,5,118.2647144,118.2647144,0.010643,[-0.3388888888888889],[0.35],[1],[0],[0],[1.2033969999999954],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
76,0,76,0,10,119.4972486,119.4972486,0.0210223,[-0.3111111111111111],[-0.18888888888888888],[1],[0],[0],[1.3256314999999859],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
77,0,77,0,10,120.8467053,120.8467053,0.0209906,[0.48194444444444445],[-0.28888888888888886],[1],[0],[0],[1.39342089999991],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
78,0,78,0,10,122.262772,122.262772,0.021769,[0.3736111111111111],[-0.2861111111111111],[1],[0],[0],[1.0240569999999707],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
79,0,79,0,10,123.3125344,123.3125344,0.020182,[0.020833333333333332],[0.05277777777777778],[1],[0],[0],[1.1269232000000784],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
80,0,80,0,10,124.4622694,124.4622694,0.0222052,[-0.4152777777777778],[0.12083333333333333],[1],[0],[0],[1.4580243000000337],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
81,0,81,0,5,125.92817,125.92817,0.0121255,[0.3388888888888889],[-0.44027777777777777],[1],[0],[0],[1.2345648000000438],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
82,0,82,0,10,127.1947084,127.1947084,0.0218228,[0.12916666666666668],[0.3236111111111111],[1],[0],[0],[1.9422730999999658],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
83,0,83,0,5,129.1437515,129.1437515,0.0101944,[-0.13333333333333333],[-0.35694444444444445],[1],[0],[0],[0.9371730999999954],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
84,0,84,0,10,130.110893,130.110893,0.0216904,[0.18194444444444444],[0.04583333333333333],[1],[0],[0],[3.075091499999985],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
85,0,85,0,10,133.2096693,133.2096693,0.0221288,[-0.31527777777777777],[-0.2222222222222222],[1],[0],[0],[1.3925365999999713],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
86,0,86,0,5,134.6091795,134.6091795,0.0121644,[-0.07361111111111111],[-0.04583333333333333],[1],[0],[0],[1.1174170000000458],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
87,0,87,0,10,135.758164,135.758164,0.0218675,[-0.20416666666666666],[0.13055555555555556],[1],[0],[0],[1.0430087000000867],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
88,0,88,0,10,136.8251016,136.8251016,0.0205127,[0.03888888888888889],[-0.20833333333333334],[1],[0],[0],[0.9081032999999934],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
89,0,89,0,5,137.740888,137.740888,0.0117357,[-0.13333333333333333],[0.25833333333333336],[1],[0],[0],[1.1186382000000776],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
90,0,90,0,10,138.8904387,138.8904387,0.0215688,[0.24166666666666667],[-0.006944444444444444],[1],[0],[0],[1.674601800000005],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
91,0,91,0,5,140.5742319,140.5742319,0.011,[0.19305555555555556],[0.32916666666666666],[1],[0],[0],[1.7019927000000052],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
92,0,92,0,10,142.3059915,142.3059915,0.0221585,[0.15138888888888888],[0.07361111111111111],[1],[0],[0],[0.9249600000000555],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
93,0,93,0,10,143.2562926,143.2562926,0.0210966,[-0.18472222222222223],[-0.31527777777777777],[1],[0],[0],[1.9760430000000042],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
94,0,94,0,5,145.2383453,145.2383453,0.01269,[-0.2777777777777778],[-0.42916666666666664],[1],[0],[0],[1.6165897000000768],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
95,0,95,0,5,146.8711974,146.8711974,0.011286,[0.4111111111111111],[-0.11527777777777778],[1],[0],[0],[1.104071099999942],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
96,0,96,0,5,147.9873195,147.9873195,0.0118798,[0.36944444444444446],[-0.1486111111111111],[1],[0],[0],[1.6527368000000706],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
97,0,97,0,10,149.6703243,149.6703243,0.0207715,[-0.19583333333333333],[0.13194444444444445],[1],[0],[0],[1.2120428999999149],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
98,0,98,0,5,150.8866644,150.8866644,0.0122017,[0.34444444444444444],[-0.1486111111111111],[1],[0],[0],[0.9314918999999691],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
99,0,99,0,10,151.8532902,151.8532902,0.0217815,[0.21388888888888888],[0.4222222222222222],[1],[0],[0],[1.3099538999999822],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
